title	link	description	gj_text
초등학생경주여행	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=455869243&qb=6rK97KO87Jes7ZaJ&enc=utf8	전남에서 2박3일로 초등학생데리고 경주여행을 가져고하는데요,,, 아,,, 코스짜기가 쉽지않네요 숙소는... 질문하신 [경주여행지] 관련 답변 드리도록 하겠습니다. 2박3일간 다녀올만한 곳으로 경주여행지를 찾고 계시나 봅니다. 경주에... 	초등학생경주여행전남에서 2박3일로 초등학생데리고 경주여행을 가져고하는데요 아 코스짜기가 쉽지않네요 숙소는 질문하신 경주여행지 관련 답변 드리도록 하겠습니다 2박3일간 다녀올만한 곳으로 경주여행지를 찾고 계시나 봅니다 경주에 
1박2일 어르신들과함께 경주여행~숙소와... 	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=448650337&qb=6rK97KO87Jes7ZaJ&enc=utf8	1박2일 어르신들 경주여행추천 해주세요~~!!인원20~25명 숙소는 식사가 함께... **경주여행 추천** 안녕하세요! 경주여행에 관심이 있으신 것 같아서 저희가... 함께하는 경주여행에서는 역사와 문화를 경험할 수 있는 명소를 추천합니다.... 	1박2일 어르신들과함께 경주여행숙소와 1박2일 어르신들 경주여행추천 해주세요인원2025명 숙소는 식사가 함께 경주여행 추천 안녕하세요 경주여행에 관심이 있으신 것 같아서 저희가 함께하는 경주여행에서는 역사와 문화를 경험할 수 있는 명소를 추천합니다 
경주여행 용황이 무엇인가요?	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=466305148&qb=6rK97KO87Jes7ZaJ&enc=utf8	안녕하세요 경주 여행하려고 알아보고있습니다. 알아보던중 황리단길과 용황동? 용황지구? 이렇게 알게되었는데 지역민은 용황쪽에서 자주 놀고, 관광객들은 황리단길에서 논다는 말이 있더라고요. 용황동 이라는 곳은 아예없던데... 	경주여행 용황이 무엇인가요안녕하세요 경주 여행하려고 알아보고있습니다 알아보던중 황리단길과 용황동 용황지구 이렇게 알게되었는데 지역민은 용황쪽에서 자주 놀고 관광객들은 황리단길에서 논다는 말이 있더라고요 용황동 이라는 곳은 아예없던데 
경주 여행 돌아볼곳	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=384132147&qb=6rK97KO87Jes7ZaJ&enc=utf8	경주 여행코스 알아보고있는데 마땅히 갈만한 곳있을까영 안녕하세요, 취향대로 머물다 여기어때 입니다. 질문하신 [경주 여행] 관련 답변 드리도록 하겠습니다. 경주 여행을 하시나 봅니다^^! 갈만한 곳 몇가지 알려드리도록... 	경주 여행 돌아볼곳경주 여행코스 알아보고있는데 마땅히 갈만한 곳있을까영 안녕하세요 취향대로 머물다 여기어때 입니다 질문하신 경주 여행 관련 답변 드리도록 하겠습니다 경주 여행을 하시나 봅니다 갈만한 곳 몇가지 알려드리도록 
할머니랑 12월 경주여행	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=405014251&qb=6rK97KO87Jes7ZaJ&enc=utf8	할머니랑 1박2일로 경주여행 갈려고 하는데 코스를 어떻게 짜면 좋을까요??... 질문하신 경주여행과 관련하여 답변드리겠습니다. 할머니랑 여행을... 요즘에는 경주택시투어를 통해 보다 편안하게 경주여행을 즐겨보실 수... 	할머니랑 12월 경주여행할머니랑 1박2일로 경주여행 갈려고 하는데 코스를 어떻게 짜면 좋을까요 질문하신 경주여행과 관련하여 답변드리겠습니다 할머니랑 여행을 요즘에는 경주택시투어를 통해 보다 편안하게 경주여행을 즐겨보실 수 
경주여행 1박2일 알찬코스로 추천해주세요 ^^	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90105&docId=434332784&qb=6rK97KO87Jes7ZaJ&enc=utf8	경주여행 1박2일 알찬코스로 추천해주세요 1박이라 짧지만... 질문하신 [경주여행] 관련 답변 드리도록 하겠습니다. 1박2일 경주여행을 다녀오실 예정이시군요~ 가볼만한 곳들... 좋으니 경주 여행하시는데 참고하시기 바랍니다. 도움이... 	경주여행 1박2일 알찬코스로 추천해주세요 경주여행 1박2일 알찬코스로 추천해주세요 1박이라 짧지만 질문하신 경주여행 관련 답변 드리도록 하겠습니다 1박2일 경주여행을 다녀오실 예정이시군요 가볼만한 곳들 좋으니 경주 여행하시는데 참고하시기 바랍니다 도움이 
사월말에 가족들과 경주여행 계획중인데	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=402100153&qb=6rK97KO87Jes7ZaJ&enc=utf8	사월말에 가족들과 경주여행 계획중인데 경주는 처음가는곳이 업네요 가족들과 가볼만한곳 즘 소개해주세요경경주는... 가족과 함께 경주 여행 계획하고 계시군요.한화리조트 경주 내에서도 즐거운 경주 여행의 추억을 만드실 수... 	사월말에 가족들과 경주여행 계획중인데사월말에 가족들과 경주여행 계획중인데 경주는 처음가는곳이 업네요 가족들과 가볼만한곳 즘 소개해주세요경경주는 가족과 함께 경주 여행 계획하고 계시군요한화리조트 경주 내에서도 즐거운 경주 여행의 추억을 만드실 수 
경주여행 지금	https://kin.naver.com/qna/detail.naver?d1id=12&dirId=121102&docId=365192852&qb=6rK97KO87Jes7ZaJ&enc=utf8	경주여행 3가지만 답해주세요 1.지금 경주여행가면 많이 더울까요? 2.쪄죽을정도로 못돌아다니나요? 3. 고속버스타고... 1.지금 경주여행가면 많이 더울까요? 가장 더운 시기입니다. 낮에 30도가 넘고 34도까지 갈수도 있습니다. 2.... 	경주여행 지금경주여행 3가지만 답해주세요 1지금 경주여행가면 많이 더울까요 2쪄죽을정도로 못돌아다니나요 3 고속버스타고 1지금 경주여행가면 많이 더울까요 가장 더운 시기입니다 낮에 30도가 넘고 34도까지 갈수도 있습니다 2 
경주여행 3박4일 가족 여행 코스 추천부탁드려요!	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=450900235&qb=6rK97KO87Jes7ZaJ&enc=utf8	경주여행 3박4일 코스로 추천 부탁드려요! 이번 추석기간에 4인 가족(아이들은 없어요)이 함께 여행을 가고자... 경주여행 3박4일 가족 여행 코스 추천해 드릴게요! 제가 여러분을 위해 직접 조사한 결과를 바탕으로 최적의 코스를 제안해... 	경주여행 3박4일 가족 여행 코스 추천부탁드려요경주여행 3박4일 코스로 추천 부탁드려요 이번 추석기간에 4인 가족아이들은 없어요이 함께 여행을 가고자 경주여행 3박4일 가족 여행 코스 추천해 드릴게요 제가 여러분을 위해 직접 조사한 결과를 바탕으로 최적의 코스를 제안해 
경주 여행 중 꼭 가봐야 할 맛집 리스트는 무엇인가요?	https://kin.naver.com/qna/detail.naver?d1id=8&dirId=80208&docId=486315579&qb=6rK97KO87Jes7ZaJ&enc=utf8	경주 여행을 계획 중이며, 필수 방문 맛집과 핫플레이스에 대해 알고 싶습니다. 현지인들이 추천하는 숨은 맛집이나... 경주 여행 추천 리스트! 여기 꼭 가봐야 할 맛집과 핫플레이스를 정리해봤어요. 1. 맛집 교동 맛집 거리: 경주의... 	경주 여행 중 꼭 가봐야 할 맛집 리스트는 무엇인가요경주 여행을 계획 중이며 필수 방문 맛집과 핫플레이스에 대해 알고 싶습니다 현지인들이 추천하는 숨은 맛집이나 경주 여행 추천 리스트 여기 꼭 가봐야 할 맛집과 핫플레이스를 정리해봤어요 1 맛집 교동 맛집 거리 경주의 
경주 여행코스 동선별로 추천해주세요.	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=405771688&qb=6rK97KO87Jes7ZaJ&enc=utf8	경주 여행코스 동선, 일이 있어서 경주 가는김에 다음주에 하루 정도만 보려고 하는데 일단 석굴암 불국사는... 질문하신 [경주 여행일정] 관련 답변 드리도록 하겠습니다. 비록 1박2일이지만 사실상 당일치기인 경주 여행을 준비... 	경주 여행코스 동선별로 추천해주세요경주 여행코스 동선 일이 있어서 경주 가는김에 다음주에 하루 정도만 보려고 하는데 일단 석굴암 불국사는 질문하신 경주 여행일정 관련 답변 드리도록 하겠습니다 비록 1박2일이지만 사실상 당일치기인 경주 여행을 준비 
1박2일 초보운전 경주여행코스	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=901&docId=248854588&qb=6rK97KO87Jes7ZaJ&enc=utf8	... 1박2일로 경주여행 코스좀 짜주세요 아무래도 가는데는 어려움이 없을것... 4월 1~2일에 경주여행하기에 좋은 날일 것 같아요. 벚꽃들이 서서히 개화를... 참고로, 쭈니아빠 블로그를 방문하시면, 경주여행 카테고리가 있습니다.... 	1박2일 초보운전 경주여행코스 1박2일로 경주여행 코스좀 짜주세요 아무래도 가는데는 어려움이 없을것 4월 12일에 경주여행하기에 좋은 날일 것 같아요 벚꽃들이 서서히 개화를 참고로 쭈니아빠 블로그를 방문하시면 경주여행 카테고리가 있습니다 
아들과(초4년) 경주여행 일정!	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=230463403&qb=6rK97KO87Jes7ZaJ&enc=utf8	-아들과 경주여행을 가려합니다! 선배님들의 조언을... 경주여행코스 추천드립니다. 안녕하세요. 여행전문블로거... 초등학교 4학년 아들과 함께 가는 경주여행이라면 역사와... ^^ 하루 코스 : 경주 남산 정복하기 --&gt; 경주 여행코스 중에서... 	아들과초4년 경주여행 일정아들과 경주여행을 가려합니다 선배님들의 조언을 경주여행코스 추천드립니다 안녕하세요 여행전문블로거 초등학교 4학년 아들과 함께 가는 경주여행이라면 역사와  하루 코스  경주 남산 정복하기 gt 경주 여행코스 중에서 
경주 여행을 가려고 함니다,,!	https://kin.naver.com/qna/detail.naver?d1id=13&dirId=130102&docId=38195921&qb=6rK97KO87Jes7ZaJ&enc=utf8	저희 가족이 2박 3일로 경주 여행을 가려고 합니다.. 가족은 4인가족 (3학년, 5학년)이구요, 경주에 있는 문화재를 보고... 작년 여름방학 때 저도 경주여행 한 번 했었죠. 저는 2박3일로 갔다온게 아니라 당일로 갔다왔습니다. 성심껏 답변... 	경주 여행을 가려고 함니다저희 가족이 2박 3일로 경주 여행을 가려고 합니다 가족은 4인가족 3학년 5학년이구요 경주에 있는 문화재를 보고 작년 여름방학 때 저도 경주여행 한 번 했었죠 저는 2박3일로 갔다온게 아니라 당일로 갔다왔습니다 성심껏 답변 
포항에서 경주가는 기차와 요금 그리고 경주 여행시... 	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=432662556&qb=6rK97KO87Jes7ZaJ&enc=utf8	포항에서 경주가는 기차와 요금 그리고 경주 여행시... (중3)과 경주 여행시 가보아야 할 코스 그리고 경주 맛집... 그리고 경주 여행시 가보아야 할곳답변드릴게요!포항에서 경주 가시는 열차 시간,가격,경주여행시 가보아야 할... 	포항에서 경주가는 기차와 요금 그리고 경주 여행시 포항에서 경주가는 기차와 요금 그리고 경주 여행시 중3과 경주 여행시 가보아야 할 코스 그리고 경주 맛집 그리고 경주 여행시 가보아야 할곳답변드릴게요포항에서 경주 가시는 열차 시간가격경주여행시 가보아야 할 
경주여행 갈만한곳 알려주세요!!	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=228946682&qb=6rK97KO87Jes7ZaJ&enc=utf8	... 경주여행을 가려고 합니다 2박3일 경주를 관광하며 옛 문화와 정서를 배워보고 체험하고자 경주여행 계획을 세우고 있는데요 1일차, 2일차, 3일차 어떤식으로 경주여행 계획을 세워야할지 궁금합니다 가족들과 함께하는 경주여행... 	경주여행 갈만한곳 알려주세요 경주여행을 가려고 합니다 2박3일 경주를 관광하며 옛 문화와 정서를 배워보고 체험하고자 경주여행 계획을 세우고 있는데요 1일차 2일차 3일차 어떤식으로 경주여행 계획을 세워야할지 궁금합니다 가족들과 함께하는 경주여행 
경주여행 질문이요	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=126885458&qb=6rK97KO87Jes7ZaJ&enc=utf8	안녕하세요 경주여행을 준비중인데요 출발지는 서울이구요 3월 22일 오전6시경에 서울에서 출발하려고 하고요... 부탁드려요 경주여행 일정과 형편에 맞게 아래코스에서 조절하면 됩니다. ※시내버스투어(도보, 자전거)... 	경주여행 질문이요안녕하세요 경주여행을 준비중인데요 출발지는 서울이구요 3월 22일 오전6시경에 서울에서 출발하려고 하고요 부탁드려요 경주여행 일정과 형편에 맞게 아래코스에서 조절하면 됩니다 시내버스투어도보 자전거 
역사에무지한 경주여행코스 부탁 드려요	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90105&docId=392846970&qb=6rK97KO87Jes7ZaJ&enc=utf8	... 이번에 여동생이랑 경주여행1박2일 하려고 하는데요 부끄럽지만 고등학생때 역사 넘 싫어해서 역사 잘 몰라요....... 안내소 책자나 경주 여행 사이트 활용하시면 됩니다 책자가 진짜 잘 나와있어서.. 그리고 경주나 어디 여행 가시면... 	역사에무지한 경주여행코스 부탁 드려요 이번에 여동생이랑 경주여행1박2일 하려고 하는데요 부끄럽지만 고등학생때 역사 넘 싫어해서 역사 잘 몰라요 안내소 책자나 경주 여행 사이트 활용하시면 됩니다 책자가 진짜 잘 나와있어서 그리고 경주나 어디 여행 가시면 
경주여행 코스추천	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=75240723&qb=6rK97KO87Jes7ZaJ&enc=utf8	경주 여행 가려고 합니다. 4우러 30일 새벽에 출발 해서 대명 콘도에 묵을 예정인데... 1박2일동안 있을 예정이고... 기림사 분황사 부처골 무열왕릉 석굴암 황룡사지 오릉 국립경주박물관 참고하시어 유쾌한 경주여행 하시기를 - - -	경주여행 코스추천경주 여행 가려고 합니다 4우러 30일 새벽에 출발 해서 대명 콘도에 묵을 예정인데 1박2일동안 있을 예정이고 기림사 분황사 부처골 무열왕릉 석굴암 황룡사지 오릉 국립경주박물관 참고하시어 유쾌한 경주여행 하시기를   
경주여행코스(2박3일)	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=224961090&qb=6rK97KO87Jes7ZaJ&enc=utf8	5월23일~5월25일 경주 여행코스 추천 해주세요. 1. 대상 : 어머니, 자녀 (9세), 본인... 경주여행코스(2박3일) 답변드립니다. 안녕하세요. 여행전문 블로거... ^^ 어머님을 모시고 떠나는 경주여행이 즐거운 추억으로 남을 수 있도록 제가 경험한... 	경주여행코스2박3일5월23일5월25일 경주 여행코스 추천 해주세요 1 대상  어머니 자녀 9세 본인 경주여행코스2박3일 답변드립니다 안녕하세요 여행전문 블로거  어머님을 모시고 떠나는 경주여행이 즐거운 추억으로 남을 수 있도록 제가 경험한 
경주여행 날씨..	https://kin.naver.com/qna/detail.naver?d1id=8&dirId=815&docId=476096844&qb=6rK97KO87Jes7ZaJ&enc=utf8	10월 8일날 경주여행 가려는데 날씨가어떤가요 10월 8일 경주 날씨는 대체로 흐릴 가능성이 있으며, 낮 기온은 18~22°C 정도로 예상돼요. 비가 내릴 가능성은 낮지만, 흐린 날씨가 이어질 수 있으니 여행 계획에 참고하시면 좋을 것... 	경주여행 날씨10월 8일날 경주여행 가려는데 날씨가어떤가요 10월 8일 경주 날씨는 대체로 흐릴 가능성이 있으며 낮 기온은 1822C 정도로 예상돼요 비가 내릴 가능성은 낮지만 흐린 날씨가 이어질 수 있으니 여행 계획에 참고하시면 좋을 것 
경주 여행가려구요	https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90111&docId=455851613&qb=6rK97KO87Jes7ZaJ&enc=utf8	경주 여행 가려고 하는데... 11월 초에나 갈 것 같아요. 그쯤 되면 날씨가 많이 추울 것 같은데.. 그 시즌에 다니기가 괜찮을까요? 11월이면 가을도 무르익어갈무렵이고 그리 춥지않아서... 	경주 여행가려구요경주 여행 가려고 하는데 11월 초에나 갈 것 같아요 그쯤 되면 날씨가 많이 추울 것 같은데 그 시즌에 다니기가 괜찮을까요 11월이면 가을도 무르익어갈무렵이고 그리 춥지않아서 
